Text,Main_Class,Sub_Class,scam,link
"According to a new study published today in the scientific journal PLOS Biology, some types of vaccines could allow more virulent versions of a virus to survive, putting those who are unvaccinated at greater risk of severe illness.",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
necessary to examine the difference between “perfect” vaccines and “leaky” ones.,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
Perfect vaccines are so-named because they mimic the perfect immunity that humans naturally develop after having certain childhood disease.,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"“When a vaccine works perfectly, as do the childhood vaccines for smallpox, polio, mumps, rubella and measles",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
it prevents vaccinated individuals from being sickened by the disease it also prevents them from transmitting the virus to others,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
Vitamine D versus Corona,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
COVID-19 Mortality Risk Correlates Inversely with Vitamin D3 Status,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
Mortality Rate Close to Zero Could Theoretically Be Achieved at 50 ng/mL 25(OH)D3,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
Booster every three months,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
Covid: All UK adults to be offered booster jab,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
Covid booster jabs are to be offered to all over-18s in the UK to help stop a potential wave of infections driven by the new variant Omicron.,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
The Joint Committee on Vaccination and Immunisation made a series of recommendations to expand the booster rollout.,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
It said the minimum gap between the second vaccine dose and booster should be reduced from six to three months.,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
The experts also said children aged 12-15 should be invited for a second jab.,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
Early evidence suggests Omicron has a higher re-infection risk,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
scientists say it will take about three weeks before it is known how the variant impacts on the effectiveness of vaccines,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
Omicron the super fake variant,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"The unequal sharing of Covid vaccines globally is likely to lead to more variants like Omicron emerging, the international affairs thinktank Chatham House is warning.",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"Newly discovered coronavirus strain with a significant number of mutations has prompted the WHO to convene a special emergency meeting, set to discuss how to address the evolved variant.",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
The global health body’s technical head on Covid-19,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"Maria Van Kerkhove, announced the upcoming meeting on Thursday during a livestreamed Q&A session Omicron variant",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"saying experts would gather Friday to talk about the new strain, dubbed B.1.1.529, which has now been detected in South Africa",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
“Our technical advisory group on virus evolution is discussing this with our colleagues in South Africa,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"Van Kerkhove said of the new variant, adding “We’re also meeting again tomorrow.”",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
Cell and Gene Therapy for COVID-19,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
Bayer Pharmaceuticals President Admits mRNA “Vaccines” Are Cell and Gene Therapy,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
The Public Would Not Have Agreed to Take Them If It Were Not for the “Pandemic”,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
At this year’s World Health Summit Stefan Oelrich,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"President of Bayer’s Pharmaceuticals Division, gave a truly eye-opening speech revealing how the so-called “experts” think and quite frankly, taking his speech in the round, it’s chilling.",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"Not many will be surprised that another speaker at the Summit was Rick Bright, Senior Vice President Pandemic Prevention",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
The Rockefeller Foundation and Bill Gates was glaringly in attendance.,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"Ignoring the unprecedented injury, illness and death Covid injections are causing worldwide and gaslighting its victims",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
Oelrich begins: “This past year the life sciences have really emerged as the light in the darkness of the Covid-19 pandemic,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"Its value to society recognised to a degree rarely seen before, certainly not during my lifetime or at least working in this industry",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"We have many reasons to be proud of it … I think unprecedented collaboration, transparency but also taking accountability for health across all different sectors and stakeholders.",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
What is this Bio Revolution “a lot of people talk about”?,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
ultimately the mRNA vaccines are an example for that cell and gene therapy,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"I always like to say: if we had surveyed two years ago in the public – ‘would you be willing to take a gene or cell therapy and inject it into your body?’ – we probably would have had a 95% refusal rate,",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
Bayer executive: mRNA shots are ‘gene therapy’ marketed as ‘vaccines’ to gain public trust,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"Vaccinated, cured or dead",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"Germans will be 'vaccinated, cured or dead' by winter's end, warns health minister",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
FBI launches probe after 'questionable vials' labeled 'smallpox' found in Merck's Pennsylvania lab,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
Austria Locks Down 2 Million Unvaccinated Citizens,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
Cheat the system,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"I red also on this forum people who offer vaccination certificate, covid pass etc... but unfortunately are all SCAM.",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
Long Covid',Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
ME patient goes to court in row over exercise therapy for chronic fatigue syndrome,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
Where can I find Covid 19 PCR Test Template,Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"I don't want to go and take a PCR test, where can I find a template so I can photoshop it.",Forum,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"Where To Purchase COVID-19 Vaccine Passport/Certificate, Card",Market,COVID-19,0,k5aintllrufq23khjnmmfli6uxioboe3ylcao7k72mk2bgvwqb5ek4ad.onion
"Where To Purchase COVID-19 Vaccine Passport/Certificate, Card",Market,COVID-19,0,
COVID-19 Vaccine Passport/Certificate,Market,COVID-19,0,
COVID-19 Vaccine Passport/Certificate legit service,Market,COVID-19,0,
We do this to help people who are in critical situations and want to travel urgently,Market,COVID-19,0,
"still blind out there, so many secrets are hidden from us. The minority ruling are trying to destroy Contact us for more details",Market,COVID-19,0,
What Is an EU COVID-19 Vaccine Passport/Certificate ?,Market,COVID-19,0,
The EU COVID-19 Vaccine Passport/Certificate is a one-piece document that can be issued to a travelr in both a paper and digital format.,Market,COVID-19,0,
"Depending on traveler's status, there are three types of Eu's Covid-19 Passport :-",Market,COVID-19,0,
Vaccination passport,Market,COVID-19,0,
Test certificate,Market,COVID-19,0,
Recovery certificate,Market,COVID-19,0,
For all your COVID-19 Vaccine passports/certificate contact,Market,COVID-19,0,
Those holding such a document will be able to travel throughout Europe without the need to quarantine or test for COVID-19 (though the Member States may impose such restrictions on particular countries with a higher COVID-19 rate.,Market,COVID-19,0,
What Is a Vaccination Passport?,Market,COVID-19,0,
"The EU COVID Vaccination Passport will be issued to all those who have been fully vaccinated against the Corona virus, with one of the four vaccines approved by the European Medicine Agency, which are: Comirnaty (BioNTech, Pfizer)",Market,COVID-19,0,
"The EU COVID Vaccination Passport will be issued to all those who have been fully vaccinated against the Corona virus, with one of the four vaccines approved by the European Medicine Agency, which are: Moderna",Market,COVID-19,0,
"The EU COVID Vaccination Passport will be issued to all those who have been fully vaccinated against the Corona virus, with one of the four vaccines approved by the European Medicine Agency, which are: Vaxzevria (previously COVID-19 Vaccine AstraZeneca, Oxford)",Market,COVID-19,0,
"The EU COVID Vaccination Passport will be issued to all those who have been fully vaccinated against the Corona virus, with one of the four vaccines approved by the European Medicine Agency, which are: Janssen (Johnson & Johnson)",Market,COVID-19,0,
"The certificate will prove that its holder has been vaccinated while also containing additional infomation on the vaccine, as when the doses were administered, who is the manufacturer, etc.",Market,COVID-19,0,
Proof of COVID-19 Vaccination Certificate | COVID-19 Vaccination Card,Market,COVID-19,0,
"We are provider of CDC Vaccine Card, Covid-19 test, Vaccine card, covid certificate, vaccine passport, Covid-19 Vaccine pass covid, Covid vaccine, Record Card.",Market,COVID-19,0,
CDC Vaccine Card,Market,COVID-19,0,
Covid-19 vaccination record cards,Market,COVID-19,0,
COVID-19 vaccination record cards,Market,COVID-19,0,
Green Pass COVID-19 vaccination record cards,Market,COVID-19,0,
"if you need Information on how to obtain Covid-19 Vaccine Cards or information on how to Get a certificate indicating that you’ve been vaccinated, known as the Pass Sanitaire (Covid 19 Sanitary pass) or Pass Vaccinal",Market,COVID-19,0,
"Get a “covid health pass”, Covid-19 Impfzertifikat,Corona vaccination certificate (Corona Impfpass) UK Covid-19 Card, USA Cavid-19 Card, Canada Covid-19 Card, French Vaccine Pass, EU Covid-19 “passport”, EU Digital COVID-19 Certificate, covid pass french without the Covid-19 Vaccin",Market,COVID-19,0,
"We also produce False certificate vaccine of covid,falsified a health pass with QR codes, proof of covid vaccine, copy of vaccination card, CDC vaccine card, NHS vaccination card, covid-19 vaccine certificates or covid vaccine records.",Market,COVID-19,0,
falsified a health pass with QR codes,Market,COVID-19,0,
"proof of covid vaccine, copy of vaccination card",Market,COVID-19,0,
Get Your Cards and Stay Safe,Market,COVID-19,0,
Watch out and stay away from the vaccine; its poisonous.,Market,COVID-19,0,
"Kindly pass out the message to those who are still blind out there, so many secrets are hidden from us.",Market,COVID-19,0,
"The minority ruling are trying to destroy mankind. If you can’t take the vaccines and need the cards,",Market,COVID-19,0,
We Provide The Following Covid-19 vaccine cards Covid-19 immunization records Covid-19 fit to fly certificates Covid-19 test results,Market,COVID-19,0,
We Provide Covid-19 test results,Market,COVID-19,0,
We Provide COVID-19 fit to fly certificates,Market,COVID-19,0,
Provide Covid-19 vaccine cards Covid-19 immunization Covid-19 test,Market,COVID-19,0,
"We Provide Diverse solutions in documents production ranging from Covid-19 Vaccine Card, COVID-19 Vaccine Passport/Certificate, Passports, Driver’s License, ID Cards, Resident Permits, Certificates,  Counterfeit bank notes etc. Our services are top quality contact us and learn more.",Market,COVID-19,0,
"Solutions documents Covid-19 Vaccine Card, COVID-19 Vaccine Passport/Certificate",Market,COVID-19,0,
documents services COVID-19 test,Market,COVID-19,0,
We help you to buy  Real and Fake documents like ssn-social security number,Market,COVID-19,0,
"We help you to buy  Real and Fake documents, Covid-19 test results",Market,COVID-19,0,
"visa-green cards, UK-USA driving license, US passport, work permit of any respected country without any time consuming. It will help you while you are outside of your country. We can make these all identity in just 5 working days for a ride.",Market,COVID-19,0,
We help you to buy Covid-19 CDC,Market,COVID-19,0,
We help you to buy green pass,Market,COVID-19,0,
buy vaccination QR code,Market,COVID-19,0,
Our certified service surcharge will be original and Registered in the database,Market,COVID-19,0,
You can be verified easily without any issue CDC,Market,COVID-19,0,
"Once you place an order by filling our secure contact us form, we will take just couple of hours to get your details and requirement.",Market,COVID-19,0,
Our quick handy team will help you to flush out your documents tension,Market,COVID-19,0,
"Korba technologies, you will get quick document services at very lowest prices. All your certificates are verified and registered in database system",Market,COVID-19,0,
"Buy drivers license, ID card and certificates, Covid-19 vaccine card",Market,COVID-19,0,
"Buy registered passports, drivers license, ID card and certificates, Covid-19 vaccine card,",Market,COVID-19,0,
"We are the best producers of HIGH QUALITY document,Getting a fake and a real (genuine) passport, ID or driving license or any other document is simple. we can make you both real and fake documents.",Market,COVID-19,0,
The real documents are more e??ensive than the fake because,Market,COVID-19,0,
"it takes time, skill and contacts to get it done. Note that, the fake",Market,COVID-19,0,
"is going to be 100% unique and in very good quality. The difference is based on the registration of the numbers. The real Document will be registered with the country's database so you can use it to travel to any country of your choice or in the country, mean while the fake will not be registered but can be used as well.",Market,COVID-19,0,
"Buy fake USA,EU,UK,AU,Canada and fake Israeli passports,",Market,COVID-19,0,
"Sildenafil UK-92,480) Pfizer's Sandwich, Kent, England. It The Morriston Hospital Swansea. Phase I Ian Osterloh Pfizer The FDA March United States, United States It Viagra US$1.934",Market,COVID-19,0,
"Sildenafil UK-92,480) Pfizer's Sandwich, Kent, England. It The Morriston Hospital Swansea US$1.867",Market,COVID-19,0,
"They Proteins Phenylalanine, Tyrosine Dopamine",Market,COVID-19,0,
buy QR cov19 code,Market,COVID-19,0,
Free recovery certificate sars-cov19,Market,COVID-19,0,
"additional info of vaccine, as when the doses were administered, who is the manufacturer, etc.",Market,COVID-19,0,
COVID-19 Vaccination Card,Market,COVID-19,0,
"Covid-19 test, vaccine passport, Covid-19 Vaccine pass covid, Covid vaccine, Record Card.",Market,COVID-19,0,
certificate sars-cov19,Market,COVID-19,0,
vendor info of vaccine as when the doses were administered the manufacturer,Market,COVID-19,0,
COVID Vaccination Card,Market,COVID-19,0,
Covid-19 test and vaccine passport,Market,COVID-19,0,
Fake Tests All Keep People Fear,Market,COVID-19,0,
"Fake Tests, Fake Bodies, Fake Pandemic: All Keep People Fear",Market,COVID-19,0,
Fake Pandemic: All Keep People Fear,Market,COVID-19,0,
"As We Brave New World COVID-1984. We War Bioterror, PCR There It",Market,COVID-19,0,
"Fake Tests, Fake Bodies, Fake Pandemic: All Keep People Fear",Market,COVID-19,0,
Fake Tests Fake Pandemic,Market,COVID-19,0,
Fake Tests All Keep People Fear,Market,COVID-19,0,
"New World COVID-1984. We War Bioterror, PCR There It",Market,COVID-19,0,
Fake Keep People Fear,Market,COVID-19,0,
"Fake Tests, Fake Bodies, Fake Pandemic: All Keep People Fear",Market,COVID-19,0,
fake pandemic keep People Fear,Market,COVID-19,0,
"As We Brave New World COVID-1984. We War Bioterror, PCR There It",Market,COVID-19,0,
"UK-USA driving license, US passport, work permit of any respected country without any time consuming. It will help you while you are outside of your country. We can make these all identity in just 5 working days for a ride.",Market,COVID-19,0,
buy CDC,Market,COVID-19,0,
vaccination card,Market,COVID-19,0,
"visa-green cards, work permit of any respected country without any time consuming. It will help you while you are outside of your country. We can make these all identity in just 5 working days for a ride.",Market,COVID-19,0,
How to buy Covid-19 CDC,Market,COVID-19,0,
BUY: green pass,Market,COVID-19,0,
BioNTech Covid-19 Europe,Market,COVID-19,0,
"vendor German Bio N Tech, Pfizer Covid",Market,COVID-19,0,
market: Vaccination passport,Market,COVID-19,0,
access Test certificate,Market,COVID-19,0,
verified easily without any issue CDC,Market,COVID-19,0,
place an order by filling our secure contact us form take just hours to get your details and requirement.,Market,COVID-19,0,
The EU COVID Vaccination Passport will be issued to all those who have been fully vaccinated,Market,COVID-19,0,
BUY Corona virus with one of the four vaccines Moderna,Market,COVID-19,0,
NEWS: Austria Locks Down 2 Million Unvaccinated Citizens,Forum,COVID-19,0,
Cheat the system,Forum,COVID-19,0,
examine the difference “perfect” vaccines and “leaky”,Forum,COVID-19,0,
Perfect vaccines are so-named because they mimic the perfect immunity that humans naturally,Forum,COVID-19,0,
Digital Certificate of Vaccination,Market,COVID-19,0,
With a medical certificate of vaccination you can use the app to very simple proof of vaccination with absolute legal certainty.,Market,COVID-19,0,
Since the legal proof is in line with EU guidelines,Market,COVID-19,0,
complies with data protection requirements and works with the FHIR standard.,Market,COVID-19,0,
The EU Digital COVID Certificate contains a QR code with a digital signature to protect it against falsification.,Market,COVID-19,0,
"When the certificate is checked, the QR code is scanned and the signature verified",Market,COVID-19,0,
"Which type of vaccine you received (Pfizer, Moderna, or Johnson & Johnson)",Market,COVID-19,0,
ImpfPassDE (Covid 19 Vaccination Passport from Germany),Market,COVID-19,0,
Vaccination Passport France (QR code in app «TousAntiCovid Verif») $149,Market,COVID-19,0,
OLD PRICE: $199 Buy now,Market,COVID-19,0,
ImpfPassDE (Covid 19 Vaccination Passport from Germany) $149,Market,COVID-19,0,
Buy now Johnson and Johnson vaccine Record in VAMS (USA) $149,Market,COVID-19,0,
Romanian (Check DCC app) $149,Market,COVID-19,0,
OLD PRICE: $199 Buy now,Market,COVID-19,0,
Czech Republic (DCC standard) $149,Market,COVID-19,0,
OLD PRICE: $199,Market,COVID-19,0,
Vaccination Passport for UK (NHS App) $199,Market,COVID-19,0,
Ukraine Pfizer (Diya APP) $199 Buy now,Market,COVID-19,0,
Fiji AstraZeneca (https://vra.digitalfiji.gov.fj) $109,Market,COVID-19,0,
New Zealand Health Account (https://app.covid19.health.nz/) PRICE $199,Market,COVID-19,0,
Vaccination certificate for Austria (Der Grüne Pass)$149,Market,COVID-19,0,
OLD PRICE: $199 MODERNA,Market,COVID-19,0,
Vaccination Passport for Switzerland (Swiss Covid app) $149,Market,COVID-19,0,
OLD PRICE: $150 Vaccination Passport for Greece (Covid Free Gr) $149,Market,COVID-19,0,
OLD PRICE: $130 moderna,Market,COVID-19,0,
Vaccination Passport for Belgium (Registered in the CovidSafeBE app) 149,Market,COVID-19,0,
OLD PRICE: $199 Buy now Vaccination Certificate for Spain (Travel Safe),Market,COVID-19,0,
buy vaccine $149 OLD PRICE: $199,Market,COVID-19,0,
Buy now Vaccination Certificate for Netherlands (Dutch GGD system) $149,Market,COVID-19,0,
Buy now Vaccination Passport for Finland $149,Market,COVID-19,0,
OLD PRICE: $199 Buy now vaccine ,Market,COVID-19,0,
Vaccination Passport for Ireland (EU DCC) $149,Market,COVID-19,0,
OLD PRICE: $199 Buy now,Market,COVID-19,0,
Vaccination Passport for Canada (app Vaxicode Verif) $149,Market,COVID-19,0,
OLD PRICE: $199,Market,COVID-19,0,
Buy now Vaccination Passport for Australia (Express Plus Medicare mobile app) $149,Market,COVID-19,0,
OLD PRICE: $199 Buy now Vaccination Passport for Italy,Market,COVID-19,0,
Buy Vaccination Passport for Portugal $149 OLD PRICE: $19,Market,COVID-19,0,
Buy now Vaccination Passport for Latvia (covid19sertifikats.lv),Market,COVID-19,0,
Vaccination Passport for Estonia (Kriis.ee) 149,Market,COVID-19,0,
OLD PRICE: $199Buy now,Market,COVID-19,0,
Vaccination Passport for Slovenia (application ZVEM) $149,Market,COVID-19,0,
OLD Buy now Vaccination Passport for Other Country $149,Market,COVID-19,0,
OLD PRICE: $100 Buy now Vaccination Passport for Russia (Integrated into Gosuslugi.ru),Market,COVID-19,0,
Vaccination Passport for Morocco (download from liqahcorona.ma) $149,Market,COVID-19,0,
OLD PRICE: $100,Market,COVID-19,0,
Buy now Vaccination Passport for Brazil (add info to SUS),Market,COVID-19,0,
Ukraine Pfizer (Diya APP) $199 Buy now,Market,COVID-19,0,
Fiji AstraZeneca (https://vra.digitalfiji.gov.fj) $109,Market,COVID-19,0,
New Zealand Health Account (https://app.covid19.health.nz/) PRICE $199,Market,COVID-19,0,
Vaccination certificate for Austria (Der Grüne Pass)$149,Market,COVID-19,0,
Vaccination Passport for Switzerland (Swiss Covid app) $149,Market,COVID-19,0,
OLD PRICE: $150 Vaccination Passport for Greece (Covid Free Gr) $149,Market,COVID-19,0,
Vaccination Passport for Belgium,Market,COVID-19,0,
Covid Certificates by Countries,Market,COVID-19,0,
Covid Certificates by Countries,Market,COVID-19,0,
Officially Registered and Unregistered,Market,COVID-19,0,
Required information : Set in Order Description,Market,COVID-19,0,
Poland Covid Certificate €50.00 Add to cartQuick View,Market,COVID-19,0,
Poland Covid Certificate €300.00 Add to cartQuick View,Market,COVID-19,0,
Romania Covid Certificate “Not Registered” €50.00 Add to cartQuick View,Market,COVID-19,0,
Romania Covid Certificate €300.00 Add to cartQuick View,Market,COVID-19,0,
USA Covid Certificate €50.00,Market,COVID-19,0,
USA Covid Certificate €300.00 Add to cartQuick View,Market,COVID-19,0,
France Covid Certificate “Not Registered” €50.00 Add to cartQuick View,Market,COVID-19,0,
France Covid Certificate €300.00,Market,COVID-19,0,
Australia Covid Certificate “Not Registered”,Market,COVID-19,0,
€50.00 Add to cartQuick View,Market,COVID-19,0,
Australia Covid Certificate €300.00 Add to cartQuick View,Market,COVID-19,0,
Lithuania Covid €50.00 Add to cartQuick View,Market,COVID-19,0,
Lithuania Covid Certificate €300.00 Add to cartQuick View,Market,COVID-19,0,
Russian Covid Certificate “Not Registered”,Market,COVID-19,0,
€50.00 Add to cartQuick View,Market,COVID-19,0,
Russian Covid Certificate “Registered” €300.00 Add to cartQuick View,Market,COVID-19,0,
Malta Covid Certificate “Not Registered” €50.00 Add to cartQuick View,Market,COVID-19,0,
Malta Covid Certificate “Registered” €300.00 Add to cartQuick View,Market,COVID-19,0,
Switzerland Covid Certificate “Not Registered”,Market,COVID-19,0,
€50.00 Add to cartQuick View Switzerland Covid Certificate “Registered”,Market,COVID-19,0,
€300.00 Add to cartQuick View,Market,COVID-19,0,
Electronic version for Europe with QR code,Market,COVID-19,0,
€500.00 Add to cartQuick View Belgium Covid Certificate “Not Registered”,Market,COVID-19,0,
€50.00 Add to cartQuick View Belgium Covid Certificate “Registered”,Market,COVID-19,0,
€300.00 Add to cartQuick View,Market,COVID-19,0,
Israel Covid Certificate “Not Registered” €100.00 Add to cartQuick View,Market,COVID-19,0,
Israel Covid Certificate “Registered”     €400.00 Add to cartQuick View,Market,COVID-19,0,
Italy Covid Certificate  €50.00 Add to cartQuick View,Market,COVID-19,0,
Italy Covid Certificate €300.00 Add to cartQuick View,Market,COVID-19,0,
Germany Covid Certificate “Not Registered”,Market,COVID-19,0,
€100.00 Add to cartQuick View Germany Covid Certificate “Registered”,Market,COVID-19,0,
Greek Covid Certificate “Not Registered” €50.00 Add to cartQuick View,Market,COVID-19,0,
Greek Covid Certificate €300.00 Add to cartQuick View,Market,COVID-19,0,
Belgium Certificate “Registered + Digital” €400.00 Add to cartQuick View,Market,COVID-19,0,
Spain Covid Certificate “Not Registered”  €50.00 Add to cartQuick View,Market,COVID-19,0,
Spain Covid Certificate “Registered” €300.00 Add to cartQuick View,Market,COVID-19,0,
AstraZeneca COVID-19 vaccine (10 shots) 280.00,Market,COVID-19,0,
Pfizer-BioNTech-COVID-19-Vaccine-600x356-1-3 Buy COVID-19 Vaccine,Market,COVID-19,0,
Buy Pfizer BioNTech COVID-19 vaccine Read more,Market,COVID-19,0,
Sale! Covid-19 Vaccine Cards,Market,COVID-19,0,
Covid-19 Vaccine Cards French/European,Market,COVID-19,0,
“Covid Health Pass” $550.00 $450.00,Market,COVID-19,0,
Johnson & Johnson’s Add to cart Sale!,Market,COVID-19,0,
Johnson & Johnson’s Janssen COVID-19 Vaccine (10shots),Market,COVID-19,0,
Janssen COVID-19 Vaccine (10shots),Market,COVID-19,0,
Buy COVID-19 Vaccine Johnson & Johnson’s Janssen COVID-19 Vaccine,Market,COVID-19,0,
Janssen COVID-19 Vaccine,Market,COVID-19,0,
Johnson & Johnson’s Janssen COVID-19 Vaccine (10shots),Market,COVID-19,0,
COVID-19 Vaccine (10shots) $280.00,Market,COVID-19,0,
Moderna COVID-19 Vaccine (10 shots) Buy COVID-19 Vaccine,Market,COVID-19,0,
Moderna COVID-19 Vaccine (10 shots) $280.00,Market,COVID-19,0,
$250.00 Add to cart Sputnik V COVID-19 vaccine,Market,COVID-19,0,
Sale! Sputnik V COVID-19 vaccine,Market,COVID-19,0,
"COVID-19, Sputnik V COVID-19 vaccine",Market,COVID-19,0,
Sputnik V COVID-19 vaccine(10 shots) $260.00,Market,COVID-19,0,
Sputnik V COVID-19 vaccine $230.00,Market,COVID-19,0,
Sputnik vaccine Add to cart,Market,COVID-19,0,
AstraZeneca COVID-19 vaccine (10 shots) 280.00,Market,COVID-19,0,
Pfizer-BioNTech-COVID-19-Vaccine-600x356-1-3 Buy COVID-19 Vaccine,Market,COVID-19,0,
Buy Pfizer BioNTech COVID-19 vaccine Read more,Market,COVID-19,0,
Sale Covid-19 Vaccine Cards,Market,COVID-19,0,
Covid-19 Vaccine Cards European,Market,COVID-19,0,
Covid Health Pass $450.00,Market,COVID-19,0,
COVID Certificate SUISSE,Market,COVID-19,0,
COVID Pass GENERATOR,Market,COVID-19,0,
Johnson & Johnson’s Sale!,Market,COVID-19,0,
COVID-19 Vaccine (10shots),Market,COVID-19,0,
Russian Covid Certificate €300.00,Market,COVID-19,0,
“Not Registered” €50.00 Add to cartQuick View,Market,COVID-19,0,
Malta Covid Certificate “Registered” ,Market,COVID-19,0,
Switzerland Covid Certificate “Registered”,Market,COVID-19,0,
€50.00 Add to cartQuick View Switzerland Covid ,Market,COVID-19,0,
€300 Add to cartQuick View,Market,COVID-19,0,
Electronic version for UK with QR code,Market,COVID-19,0,
